# Armament naming + FirepowerMultiplier audit

Armament slot naming findings: **1578**
Elite weapon naming findings: **569**
Unconditional FirepowerMultiplier rule findings: **264**
Conditional FirepowerMultiplier traits to classify: **83**
Candidate weapon lineages to review: **26**

## Armament slot naming convention (underscore grammar)
| Actor | Slot | Weapon | File | Line | Issues |
|---|---|---|---|---|---|
| A10 | Armament@GUNS | Vulcan | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/aircraft.yaml | 122 | non-canonical base slot 'GUNS'; expected PRIMARY/SECONDARY/GARRISONED |
| A10 | Armament@BOMBS | Napalm | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/aircraft.yaml | 127 | non-canonical base slot 'BOMBS'; expected PRIMARY/SECONDARY/GARRISONED |
| A10Carrier | Armament@GUNS | VulcanA10Carrier | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/aircraft.yaml | 182 | non-canonical base slot 'GUNS'; expected PRIMARY/SECONDARY/GARRISONED |
| A10Carrier | Armament@BOMBS | NapalmA10Carrier | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/aircraft.yaml | 186 | non-canonical base slot 'BOMBS'; expected PRIMARY/SECONDARY/GARRISONED |
| CNCPT | Armament@Ground | GunboatMissile | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/naval.yaml | 86 | non-canonical base slot 'Ground'; expected PRIMARY/SECONDARY/GARRISONED |
| CNCPT | Armament@AdvancedMissileTargeting | GunboatMissileAMT | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/naval.yaml | 90 | non-canonical base slot 'AdvancedMissileTargeting'; expected PRIMARY/SECONDARY/GARRISONED |
| CNCPT | Armament@DC1 | DepthCharge | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/naval.yaml | 94 | non-canonical base slot 'DC1'; expected PRIMARY/SECONDARY/GARRISONED |
| CNCPT | Armament@DC2 | DepthCharge | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/naval.yaml | 99 | non-canonical base slot 'DC2'; expected PRIMARY/SECONDARY/GARRISONED |
| CNCSS | Armament@Upgrade | NodTorpTubeBlackMarket | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/Nod/yaml/naval.yaml | 36 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| E1 | Armament@Upgrade | td_gdi_minigunner_minigun_ap | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/infantry.yaml | 39 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| E1 | Armament@UpgradeGARRISONED | td_gdi_minigunner_minigun_ap | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/infantry.yaml | 43 | non-canonical base slot 'UpgradeGARRISONED'; expected PRIMARY/SECONDARY/GARRISONED |
| E3 | Armament@AdvancedMissileTargeting | RocketsAMT | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/infantry.yaml | 132 | non-canonical base slot 'AdvancedMissileTargeting'; expected PRIMARY/SECONDARY/GARRISONED |
| E3 | Armament@AdvancedMissileTargetingGARRISONED | RocketsAMT | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianDawn/GDI/yaml/infantry.yaml | 137 | non-canonical base slot 'AdvancedMissileTargetingGARRISONED'; expected PRIMARY/SECONDARY/GARRISONED |
| E6 | Armament@defuse | DefuseKit | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3425 | non-canonical base slot 'defuse'; expected PRIMARY/SECONDARY/GARRISONED |
| E6 | Armament@leechdisinfect | LeechDisinfect | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3429 | non-canonical base slot 'leechdisinfect'; expected PRIMARY/SECONDARY/GARRISONED |
| PLYMOUTH_SPIDER | Armament@Dummy | dummytargeting | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 1048 | non-canonical base slot 'Dummy'; expected PRIMARY/SECONDARY/GARRISONED |
| TECHBCANNON2 | Armament@2 | BowlingTrail | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/tech.yaml | 680 | non-canonical base slot '2'; expected PRIMARY/SECONDARY/GARRISONED |
| TSE2PARA | Armament@Upgrade | TSGrenadeSonic | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianSun/GDI/yaml/infantry.yaml | 80 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| TSE2PARA | Armament@UpgradeGARRISONED | TSGrenadeSonic | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/TiberianSun/GDI/yaml/infantry.yaml | 92 | non-canonical base slot 'UpgradeGARRISONED'; expected PRIMARY/SECONDARY/GARRISONED |
| TSENGINEER | Armament@defuse | DefuseKit | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3425 | non-canonical base slot 'defuse'; expected PRIMARY/SECONDARY/GARRISONED |
| TSENGINEER | Armament@leechdisinfect | LeechDisinfect | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3429 | non-canonical base slot 'leechdisinfect'; expected PRIMARY/SECONDARY/GARRISONED |
| alien.nax | Armament@ELITE | NaxiAlienPistolE | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/Naxis/yaml/infantry.yaml | 1142 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| alien.nax | Armament@GARRISONEDELITE | NaxiAlienPistolE | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/Naxis/yaml/infantry.yaml | 1152 | non-canonical base slot 'GARRISONEDELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| apparition.ixian | Armament@aa | d2k_basq_AA | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/D2k/Ixian/yaml/vehicles.yaml | 1431 | non-canonical base slot 'aa'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_alligator | Armament@ELITE | AsianCrocBiteE | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 541 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asdf | Armament@Upgrade | ASDFGun2 | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 620 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asdf | Armament@UpgradeGARRISONED | ASDFGun2 | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 633 | non-canonical base slot 'UpgradeGARRISONED'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiancommando | Armament@lockdown | AsianSniperLockdown | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 698 | non-canonical base slot 'lockdown'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiancommando | Armament@PRIMARYUPGRADE | AsianSniperAP | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 708 | non-canonical base slot 'PRIMARYUPGRADE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiancommando | Armament@GARRISONEDUPGRADE | AsianSniperAP | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 718 | non-canonical base slot 'GARRISONEDUPGRADE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianflametank | Armament@ELITE | AsianFlamerTankE | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/vehicles.yaml | 711 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianflametrooper | Armament@Upgrade | AsianFlamerTroop2 | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 239 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianflametrooper | Armament@ELITE | AsianFlamerTurret | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 244 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianflametrooper | Armament@GARRISONEDUpgrade | AsianFlamerTroop2 | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 253 | non-canonical base slot 'GARRISONEDUpgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianflametrooper | Armament@GARRISONEDE | AsianFlamerTurret | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 257 | non-canonical base slot 'GARRISONEDE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@ELITE | asianalliance_asianmilitia_shotgun_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 42 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@GRENADE | asianalliance_asianmilitia_grenade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 46 | non-canonical base slot 'GRENADE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@GRENADEELITE | asianalliance_asianmilitia_grenade_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 50 | non-canonical base slot 'GRENADEELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@GARRISONEDELITE | asianalliance_asianmilitia_shotgun_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 59 | non-canonical base slot 'GARRISONEDELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@GRENADEG | asianalliance_asianmilitia_grenade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 64 | non-canonical base slot 'GRENADEG'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asianmilitia | Armament@GRENADEGE | asianalliance_asianmilitia_grenade_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 68 | non-canonical base slot 'GRENADEGE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@Upgrade | AsianTankKillerRocket_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 114 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@PRIMARYELITE | AsianTankKillerRocket_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 119 | non-canonical base slot 'PRIMARYELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@PRIMARYELITEUpgrade | AsianTankKillerRocket_elite_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 124 | non-canonical base slot 'PRIMARYELITEUpgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@GARRISONEDUpgrade | AsianTankKillerRocket_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 133 | non-canonical base slot 'GARRISONEDUpgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@GARRISONEDELITE | AsianTankKillerRocket_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 137 | non-canonical base slot 'GARRISONEDELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_asiantankkiller | Armament@GARRISONEDELITEUpgrade | AsianTankKillerRocket_elite_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 141 | non-canonical base slot 'GARRISONEDELITEUpgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_engineer | Armament@defuse | DefuseKit | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3425 | non-canonical base slot 'defuse'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_engineer | Armament@leechdisinfect | LeechDisinfect | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/rules/defaults.yaml | 3429 | non-canonical base slot 'leechdisinfect'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_fanatic | Armament@Upgrade | asianalliance_fanatic_shotgun_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 303 | non-canonical base slot 'Upgrade'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_fanatic | Armament@ELITE | asianalliance_fanatic_shotgun_elite | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 307 | non-canonical base slot 'ELITE'; expected PRIMARY/SECONDARY/GARRISONED |
| asianalliance_fanatic | Armament@GARRISONEDUpgrade | asianalliance_fanatic_shotgun_upgrade | C:/Users/AedisToru/Documents/GitHub/Cameo-mod/ContentPacks/RedAlert2Mod/AsianAlliance/yaml/infantry.yaml | 316 | non-canonical base slot 'GARRISONEDUpgrade'; expected PRIMARY/SECONDARY/GARRISONED |
